date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,3.858607877924785,0.0,0.0,0.0,0.0,0.0
2020-01-25,6.4371525037655175,0.0,0.0,0.0,0.0,0.0
2020-01-26,18.531725607547823,0.0,0.0,0.0,0.0,0.0
2020-01-27,18.057386777725515,0.0,0.0,0.0,0.0,0.0
2020-01-28,17.294535142779218,0.0,0.0,0.0,0.0,0.0
2020-01-29,18.662304747390422,0.0,0.0,0.0,0.0,0.0
2020-01-30,26.328538327691923,0.0,0.0,0.0,0.0,0.0
2020-01-31,31.252198674149987,0.0,0.0,0.0,0.0,0.0
2020-02-01,32.63979983619327,0.0,0.0,0.0,0.0,0.0
2020-02-02,37.50007446379186,0.0,0.0,0.0,0.0,0.0
2020-02-03,41.639822276538254,0.0,0.0,0.0,0.0,0.0
2020-02-04,37.492410855878,0.0,0.0,0.0,0.0,0.0
2020-02-05,40.200670548446965,0.0,0.0,0.0,0.0,0.0
2020-02-06,43.939537266932184,0.0,0.0,0.0,0.0,0.0
2020-02-07,43.38487671497443,0.0,0.0,0.0,0.0,0.0
2020-02-08,40.440281198087185,0.0,0.0,0.0,0.0,0.0
2020-02-09,23.804497278828446,0.0,0.0,0.0,0.0,0.0
2020-02-10,28.902607146301897,0.0,0.0,0.0,0.0,0.0
2020-02-11,26.168210246433695,0.0,0.0,0.0,0.0,0.0
2020-02-12,71.07551362120694,0.0,0.0,0.0,0.0,0.0
2020-02-13,118.89145691384012,0.0,0.0,0.0,0.0,0.0
2020-02-14,155.598060059643,0.0,0.0,0.0,0.0,0.0
2020-02-15,181.72378043563313,0.0,0.0,0.0,0.0,0.0
2020-02-16,136.90312818881276,0.0,0.0,0.0,0.0,0.0
2020-02-17,304.40531817195495,0.0,0.0,0.0,0.0,0.0
