date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,1.0103983515390673,0.0,0.0,0.0,0.0,0.0
2020-01-25,5.201190525233301,0.0,0.0,0.0,0.0,0.0
2020-01-26,23.479267198180864,0.0,0.0,0.0,0.0,0.0
2020-01-27,23.586863527658355,0.0,0.0,0.0,0.0,0.0
2020-01-28,23.29725896084436,0.0,0.0,0.0,0.0,0.0
2020-01-29,22.282617312923417,0.0,0.0,0.0,0.0,0.0
2020-01-30,26.281785758193738,0.0,0.0,0.0,0.0,0.0
2020-01-31,35.071730786510045,0.0,0.0,0.0,0.0,0.0
2020-02-01,29.486705234069454,0.0,0.0,0.0,0.0,0.0
2020-02-02,38.00012332554111,0.0,0.0,0.0,0.0,0.0
2020-02-03,38.4955272973507,0.0,0.0,0.0,0.0,0.0
2020-02-04,33.71073571709316,0.0,0.0,0.0,0.0,0.0
2020-02-05,36.57352417439687,0.0,0.0,0.0,0.0,0.0
2020-02-06,39.767715929827084,0.0,0.0,0.0,0.0,0.0
2020-02-07,43.61225598210695,0.0,0.0,0.0,0.0,0.0
2020-02-08,41.885109522271684,0.0,0.0,0.0,0.0,0.0
2020-02-09,19.094570080180752,0.0,0.0,0.0,0.0,0.0
2020-02-10,24.655371233375615,0.0,0.0,0.0,0.0,0.0
2020-02-11,24.24624089569177,0.0,0.0,0.0,0.0,0.0
2020-02-12,25.976752953914694,0.0,0.0,0.0,0.0,0.0
2020-02-13,29.36590517940559,0.0,0.0,0.0,0.0,0.0
2020-02-14,28.546547765243464,0.0,0.0,0.0,0.0,0.0
2020-02-15,26.519075609144977,0.0,0.0,0.0,0.0,0.0
2020-02-16,11.401742533901473,0.0,0.0,0.0,0.0,0.0
2020-02-17,73.65021278943166,0.0,0.0,0.0,0.0,0.0
