date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,1.3445458378748218,0.0,0.0,0.0,0.0,0.0
2020-01-25,1.240346109428382,0.0,0.0,0.0,0.0,0.0
2020-01-26,2.688732991641743,0.0,0.0,0.0,0.0,0.0
2020-01-27,3.061381091620275,0.0,0.0,0.0,0.0,0.0
2020-01-28,2.7759137891506906,0.0,0.0,0.0,0.0,0.0
2020-01-29,2.863907872604572,0.0,0.0,0.0,0.0,0.0
2020-01-30,4.423850534796367,0.0,0.0,0.0,0.0,0.0
2020-01-31,4.8922606795585954,0.0,0.0,0.0,0.0,0.0
2020-02-01,4.758723151909104,0.0,0.0,0.0,0.0,0.0
2020-02-02,5.351280859216029,0.0,0.0,0.0,0.0,0.0
2020-02-03,6.489330230146423,0.0,0.0,0.0,0.0,0.0
2020-02-04,5.5654482632958455,0.0,0.0,0.0,0.0,0.0
2020-02-05,7.623150285941381,0.0,0.0,0.0,0.0,0.0
2020-02-06,8.122459847061648,0.0,0.0,0.0,0.0,0.0
2020-02-07,6.71671200848953,0.0,0.0,0.0,0.0,0.0
2020-02-08,5.8620265591277,0.0,0.0,0.0,0.0,0.0
2020-02-09,4.005023616677489,0.0,0.0,0.0,0.0,0.0
2020-02-10,5.479965975290975,0.0,0.0,0.0,0.0,0.0
2020-02-11,5.805783965695078,0.0,0.0,0.0,0.0,0.0
2020-02-12,7.358796139729707,0.0,0.0,0.0,0.0,0.0
2020-02-13,6.914731965289214,0.0,0.0,0.0,0.0,0.0
2020-02-14,7.293370330445208,0.0,0.0,0.0,0.0,0.0
2020-02-15,5.49214829442413,0.0,0.0,0.0,0.0,0.0
2020-02-16,4.284358585132525,0.0,0.0,0.0,0.0,0.0
2020-02-17,15.606629571027504,0.0,0.0,0.0,0.0,0.0
