date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,6.436317058229177,0.0,0.0,0.0,0.0,0.0
2020-01-25,9.212777402081848,0.0,0.0,0.0,0.0,0.0
2020-01-26,21.22874391299351,0.0,0.0,0.0,0.0,0.0
2020-01-27,21.3071682873722,0.0,0.0,0.0,0.0,0.0
2020-01-28,21.535575792435587,0.0,0.0,0.0,0.0,0.0
2020-01-29,23.505705267637953,0.0,0.0,0.0,0.0,0.0
2020-01-30,31.158846792822214,0.0,0.0,0.0,0.0,0.0
2020-01-31,37.363771499986925,0.0,0.0,0.0,0.0,0.0
2020-02-01,73.34232178948233,0.0,0.0,0.0,0.0,0.0
2020-02-02,75.11119835822441,0.0,0.0,0.0,0.0,0.0
2020-02-03,77.68391477564212,0.0,0.0,0.0,0.0,0.0
2020-02-04,70.72337133087116,0.0,0.0,0.0,0.0,0.0
2020-02-05,77.822521867611,0.0,0.0,0.0,0.0,0.0
2020-02-06,86.69591723178324,0.0,0.0,0.0,0.0,0.0
2020-02-07,90.77754723124126,0.0,0.0,0.0,0.0,0.0
2020-02-08,95.8827547912405,0.0,0.0,0.0,0.0,0.0
2020-02-09,66.88711241041504,0.0,0.0,0.0,0.0,0.0
2020-02-10,68.18113900140476,0.0,0.0,0.0,0.0,0.0
2020-02-11,62.20732707368623,0.0,0.0,0.0,0.0,0.0
2020-02-12,72.70166733779696,0.0,0.0,0.0,0.0,0.0
2020-02-13,73.64196165193361,0.0,0.0,0.0,0.0,0.0
2020-02-14,91.34171984095178,0.0,0.0,0.0,0.0,0.0
2020-02-15,45.009276407843714,0.0,0.0,0.0,0.0,0.0
2020-02-16,24.327597679939608,0.0,0.0,0.0,0.0,0.0
2020-02-17,75.01061682757886,0.0,0.0,0.0,0.0,0.0
