date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.771721575584957,0.0,0.0,0.0,0.0,0.0
2020-01-25,1.2587745943371442,0.0,0.0,0.0,0.0,0.0
2020-01-26,6.4507292765818605,0.0,0.0,0.0,0.0,0.0
2020-01-27,6.509107236490299,0.0,0.0,0.0,0.0,0.0
2020-01-28,5.23650088005937,0.0,0.0,0.0,0.0,0.0
2020-01-29,5.58354458244688,0.0,0.0,0.0,0.0,0.0
2020-01-30,7.291693501016192,0.0,0.0,0.0,0.0,0.0
2020-01-31,9.058248531225033,0.0,0.0,0.0,0.0,0.0
2020-02-01,8.067023365224838,0.0,0.0,0.0,0.0,0.0
2020-02-02,8.930591972821311,0.0,0.0,0.0,0.0,0.0
2020-02-03,10.664538239766305,0.0,0.0,0.0,0.0,0.0
2020-02-04,7.419898259977525,0.0,0.0,0.0,0.0,0.0
2020-02-05,9.343295878183831,0.0,0.0,0.0,0.0,0.0
2020-02-06,10.474537516675953,0.0,0.0,0.0,0.0,0.0
2020-02-07,9.853648439237725,0.0,0.0,0.0,0.0,0.0
2020-02-08,10.230057963164247,0.0,0.0,0.0,0.0,0.0
2020-02-09,4.4610526882439805,0.0,0.0,0.0,0.0,0.0
2020-02-10,5.2314868933938055,0.0,0.0,0.0,0.0,0.0
2020-02-11,4.761527006971817,0.0,0.0,0.0,0.0,0.0
2020-02-12,6.772713490757086,0.0,0.0,0.0,0.0,0.0
2020-02-13,7.774450215066316,0.0,0.0,0.0,0.0,0.0
2020-02-14,8.552638681861142,0.0,0.0,0.0,0.0,0.0
2020-02-15,7.134461934532501,0.0,0.0,0.0,0.0,0.0
2020-02-16,4.221928514519361,0.0,0.0,0.0,0.0,0.0
2020-02-17,170.41584570660999,0.0,0.0,0.0,0.0,0.0
