date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,1.615046183956147,0.0,0.0,0.0,0.0,0.0
2020-01-25,13.11410764063876,0.0,0.0,0.0,0.0,0.0
2020-01-26,42.32050305224538,0.0,0.0,0.0,0.0,0.0
2020-01-27,41.54470566099194,0.0,0.0,0.0,0.0,0.0
2020-01-28,39.54460727001559,0.0,0.0,0.0,0.0,0.0
2020-01-29,38.9233282835859,0.0,0.0,0.0,0.0,0.0
2020-01-30,46.25010242015706,0.0,0.0,0.0,0.0,0.0
2020-01-31,66.4188024997667,0.0,0.0,0.0,0.0,0.0
2020-02-01,62.350928901810434,0.0,0.0,0.0,0.0,0.0
2020-02-02,87.10024575576661,0.0,0.0,0.0,0.0,0.0
2020-02-03,91.27878653780643,0.0,0.0,0.0,0.0,0.0
2020-02-04,78.92160377947411,0.0,0.0,0.0,0.0,0.0
2020-02-05,85.20137890607857,0.0,0.0,0.0,0.0,0.0
2020-02-06,93.89064472903003,0.0,0.0,0.0,0.0,0.0
2020-02-07,111.5443944784029,0.0,0.0,0.0,0.0,0.0
2020-02-08,104.89173641523271,0.0,0.0,0.0,0.0,0.0
2020-02-09,59.730350798446075,0.0,0.0,0.0,0.0,0.0
2020-02-10,64.75880727328139,0.0,0.0,0.0,0.0,0.0
2020-02-11,60.50646433046191,0.0,0.0,0.0,0.0,0.0
2020-02-12,65.09895424352962,0.0,0.0,0.0,0.0,0.0
2020-02-13,70.82757311116218,0.0,0.0,0.0,0.0,0.0
2020-02-14,70.67012713616286,0.0,0.0,0.0,0.0,0.0
2020-02-15,72.2071171066056,0.0,0.0,0.0,0.0,0.0
2020-02-16,25.85365020956568,0.0,0.0,0.0,0.0,0.0
2020-02-17,51.58131423111587,0.0,0.0,0.0,0.0,0.0
