date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,1.4957077959790919,0.0,0.0,0.0,0.0,0.0
2020-01-25,7.014256662076467,0.0,0.0,0.0,0.0,0.0
2020-01-26,16.195982448365086,0.0,0.0,0.0,0.0,0.0
2020-01-27,15.429172944308675,0.0,0.0,0.0,0.0,0.0
2020-01-28,15.823335189212127,0.0,0.0,0.0,0.0,0.0
2020-01-29,14.969697774035245,0.0,0.0,0.0,0.0,0.0
2020-01-30,18.720120767899434,0.0,0.0,0.0,0.0,0.0
2020-01-31,25.437925816456243,0.0,0.0,0.0,0.0,0.0
2020-02-01,23.008728409911146,0.0,0.0,0.0,0.0,0.0
2020-02-02,34.88828094101005,0.0,0.0,0.0,0.0,0.0
2020-02-03,38.09503127978924,0.0,0.0,0.0,0.0,0.0
2020-02-04,34.14213572276134,0.0,0.0,0.0,0.0,0.0
2020-02-05,38.287602700995656,0.0,0.0,0.0,0.0,0.0
2020-02-06,39.41992773845702,0.0,0.0,0.0,0.0,0.0
2020-02-07,45.80349005271422,0.0,0.0,0.0,0.0,0.0
2020-02-08,41.61394225356812,0.0,0.0,0.0,0.0,0.0
2020-02-09,28.538970218674425,0.0,0.0,0.0,0.0,0.0
2020-02-10,32.24364178846529,0.0,0.0,0.0,0.0,0.0
2020-02-11,30.680036558383552,0.0,0.0,0.0,0.0,0.0
2020-02-12,32.040717218565064,0.0,0.0,0.0,0.0,0.0
2020-02-13,36.74890825690815,0.0,0.0,0.0,0.0,0.0
2020-02-14,34.16708302199766,0.0,0.0,0.0,0.0,0.0
2020-02-15,31.729542609314997,0.0,0.0,0.0,0.0,0.0
2020-02-16,10.07776955318038,0.0,0.0,0.0,0.0,0.0
2020-02-17,35.974872415172946,0.0,0.0,0.0,0.0,0.0
